Sr. No,Sample ID,Date,Location,Kit used,CtN,CtE,CtRdRp,PCR Result
1021,SSBS/M/2022/1021,5/7/2022," Jai Bhavani Nagar, Pashan",Genepath,0,0,0,Negative
1022,SSBS/M/2022/1022,5/7/2022,"  Someshwarwadi, Pashan",Genepath,29.9,34.6,34,Positive
1023,SSBS/M/2022/1023,5/7/2022,Aundh,Genepath,31.6,35.2,34.5,Positive
1024,SSBS/M/2022/1024,5/7/2022,"DP road, Botanical Garden, Aundh,",Genepath,28.9,33,32.1,Positive
1025,SSBS/M/2022/1025,5/7/2022,"Balewadi Phata, Baner",Genepath,29.2,34,33.2,Positive
1026,SSBS/M/2022/1026,5/7/2022,"Mahalunge Road, Baner",Genepath,0,0,0,Negative
1027,SSBS/M/2022/1027,6/7/2022,"Dattawadi, Rajaram Bridge",Genepath,28.6,32.4,31.8,Positive
1028,SSBS/M/2022/1028,6/7/2022,"Vitthalwadi-Hingne Shantinagar,",Genepath,28,32.2,31.3,Positive
1029,SSBS/M/2022/1029,6/7/2022,"Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,27.6,31.2,30.3,Positive
1030,SSBS/M/2022/1030,6/7/2022,"RTO Office, Alandi road, Yerwada",Genepath,28,32.3,31.3,Positive
1031,SSBS/M/2022/1031,6/7/2022,"Shantinagar, Vishrantwadi",Genepath,30.4,34,33.3,Positive
1032,SSBS/M/2022/1032,7/7/2022,"Aditya Birla Hospital Road, Under bridge",Genepath,0,0,0,Negative
1033,SSBS/M/2022/1033,7/7/2022,"Shastri Nagar, Pimpri",Genepath,0,34.2,33.5,Positive
1034,SSBS/M/2022/1034,7/7/2022,"Kasarwadi, Pimple gurav road",Genepath,34.3,34.4,34.1,Positive
1035,SSBS/M/2022/1035,7/7/2022,"60-feet road, Pimple Gurav",Genepath,29,33.9,32,Positive
1036,SSBS/M/2022/1036,7/7/2022,Dapodi-Sangvi,Genepath,0,0,0,Negative
1037,SSBS/M/2022/1037,8/7/2022,"Rahatani, New DP road",Genepath,29,33.2,32.1,Positive
1038,SSBS/M/2022/1038,8/7/2022,"Kalewadi, Adarsh Nagar",Genepath,29.1,32.4,32.9,Positive
1039,SSBS/M/2022/1039,8/7/2022,"Wolf Colony, Pimpri",Genepath,29.8,33.7,32.9,Positive
1040,SSBS/M/2022/1040,8/7/2022,"Dapodi, Sai service",Genepath,30.9,34.2,33.2,Positive
1041,SSBS/M/2022/1041,8/7/2022,Dapodi Harris Bridge,Genepath,29.3,32.9,32,Positive
1042,SSBS/M/2022/1042,11/7/2022,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,29.6,32.9,31.9,Positive
1043,SSBS/M/2022/1043,11/7/2022,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,29.3,32.3,31.2,Positive
1044,SSBS/M/2022/1044,11/7/2022,Kothrud Sanjeevan hospital,Genepath,31.8,35.1,34.1,Positive
1045,SSBS/M/2022/1045,11/7/2022,Kothrud Karve road,Genepath,0,0,0,Negative
1046,SSBS/M/2022/1046,11/7/2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,31.8,35.2,33.4,Positive
1047,SSBS/M/2022/1047,11/7/2022,"Bus Depot (main), Kothrud",Genepath,30,34.3,32.5,Positive
1048,SSBS/M/2022/1048,12/7/2022," Jai Bhavani Nagar, Pashan",Genepath,0,0,0,Negative
1049,SSBS/M/2022/1049,12/7/2022,"  Someshwarwadi, Pashan",Genepath,31.1,34.2,33,Positive
1050,SSBS/M/2022/1050,12/7/2022,Aundh,Genepath,0,0,0,Negative
1051,SSBS/M/2022/1051,12/7/2022,"DP road, Botanical Garden, Aundh,",Genepath,0,0,0,Negative
1052,SSBS/M/2022/1052,12/7/2022,"Balewadi Phata, Baner",Genepath,0,0,0,Negative
1053,SSBS/M/2022/1053,12/7/2022,"Mahalunge Road, Baner",Genepath,0,0,0,Negative
1054,SSBS/M/2022/1054,13-07-2022,"Dattawadi, Rajaram Bridge",Genepath,0,0,0,Negative
1055,SSBS/M/2022/1055,13-07-2022,"Vitthalwadi-Hingne Shantinagar,",Genepath,0,0,0,Negative
1056,SSBS/M/2022/1056,13-07-2022,"Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,0,0,0,Negative
1057,SSBS/M/2022/1057,13-07-2022,"Shantinagar, Vishrantwadi",Genepath,0,0,0,Negative
1058,SSBS/M/2022/1058,14-07-2022,"Aditya Birla Hospital Road, Under bridge",Genepath,0,0,0,Negative
1059,SSBS/M/2022/1059,14-07-2022,"Shastri Nagar, Pimpri",Genepath,0,0,0,Negative
1060,SSBS/M/2022/1060,14-07-2022,"Kasarwadi, Pimple gurav road",Genepath,0,0,0,Negative
1061,SSBS/M/2022/1061,14-07-2022,Dapodi-Sangvi,Genepath,0,0,0,Negative
1062,SSBS/M/2022/1062,15-07-2022,"Rahatani, New DP road",Genepath,0,0,0,Negative
1063,SSBS/M/2022/1063,15-07-2022,"Dapodi, Sai service",Genepath,0,0,0,Negative
1064,SSBS/M/2022/1064,15-07-2022,Dapodi Harris Bridge,Genepath,32,35.3,34.3,Positive
1065,SSBS/M/2022/1065,18-07-2022,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,28.9,32.6,32.1,Positive
1066,SSBS/M/2022/1066,18-07-2022,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,0,34.3,33,Positive
1067,SSBS/M/2022/1067,18-07-2022,Kothrud Karve road,Genepath,0,0,0,Negative
1068,SSBS/M/2022/1068,18-07-2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,30.4,33.6,0,Positive
1069,SSBS/M/2022/1069,18-07-2022,"Bus Depot (main), Kothrud",Genepath,25.3,29.7,28.9,Positive
1070,SSBS/M/2022/1070,19-07-2022,"Mahalunge Road, Baner",Genepath,0,0,0,Negative
1071,SSBS/M/2022/1071,19-07-2022,"Balewadi Phata, Baner",Genepath,30,34.8,34.1,Positive
1072,SSBS/M/2022/1072,19-07-2022,Aundh,Genepath,0,0,0,Negative
1073,SSBS/M/2022/1073,19-07-2022,"  Someshwarwadi, Pashan",Genepath,0,0,0,Negative
1074,SSBS/M/2022/1074,19-07-2022," Jai Bhavani Nagar, Pashan",Genepath,0,0,0,Negative
1075,SSBS/M/2022/1075,19-07-2022,"DP road, Botanical Garden, Aundh,",Genepath,0,0,0,Negative
1076,SSBS/M/2022/1076,20-07-2022,"RTO Office, Alandi road, Yerwada",Genepath,30.1,33.5,32.1,Positive
1077,SSBS/M/2022/1077,20-07-2022,"Shantinagar, Vishrantwadi",Genepath,29.9,33.5,33.2,Positive
1078,SSBS/M/2022/1078,20-07-2022," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,28.6,32.6,31.7,Positive
1079,SSBS/M/2022/1079,20-07-2022," Dattawadi, Rajaram Bridge",Genepath,28.5,32.9,32,Positive
1080,SSBS/M/2022/1080,20-07-2022,"Vitthalwadi-Hingne Shantinagar,",Genepath,0,0,0,Negative
1081,SSBS/M/2022/1081,21-07-2022,"Aditya Birla Hospital Road, Under bridge",Genepath,0,0,0,Negative
1082,SSBS/M/2022/1082,21-07-2022,"Shastri Nagar, Pimpri",Genepath,32.5,36.5,35.2,Positive
1083,SSBS/M/2022/1083,21-07-2022,"Kasarwadi, Pimple gurav road",Genepath,30.7,34.4,33.1,Positive
1084,SSBS/M/2022/1084,21-07-2022,"60-feet road, Pimple Gurav",Genepath,29.8,0,32.7,Positive
1085,SSBS/M/2022/1085,21-07-2022,Dapodi-Sangvi,Genepath,0,0,0,Negative
1086,SSBS/M/2022/1086,22-07-2022,"Rahatani, New DP road",Genepath,30.1,34.4,32.8,Positive
1087,SSBS/M/2022/1087,22-07-2022,"Wolf Colony, Pimpri",Genepath,31.5,35.1,35.2,Positive
1088,SSBS/M/2022/1088,22-07-2022,"Dapodi, Sai service",Genepath,0,0,0,Negative
1089,SSBS/M/2022/1089,22-07-2022,Dapodi Harris Bridge,Genepath,0,0,0,Negative
1090,SSBS/M/2022/1090,25-07-2022,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,31.3,36.3,33.4,Positive
1091,SSBS/M/2022/1091,25-07-2022,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,31.1,35.7,33.6,Positive
1092,SSBS/M/2022/1092,25-07-2022,Kothrud Sanjeevan hospital,Genepath,36.7,0,37.1,Negative
1093,SSBS/M/2022/1093,25-07-2022,Kothrud Karve road,Genepath,0,0,0,Negative
1094,SSBS/M/2022/1094,25-07-2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,0,0,0,Negative
1095,SSBS/M/2022/1095,25-07-2022,"Bus Depot (main), Kothrud",Genepath,30.4,37.2,34.4,Positive
1096,SSBS/M/2022/1096,26-07-2022,"Mahalunge Road, Baner",Genepath,35.5,0,0,Negative
1097,SSBS/M/2022/1097,26-07-2022,"Balewadi Phata, Baner",Genepath,28.9,33.3,32.1,Positive
1098,SSBS/M/2022/1098,26-07-2022,Aundh,Genepath,37,0,0,Negative
1099,SSBS/M/2022/1099,26-07-2022,"  Someshwarwadi, Pashan",Genepath,0,0,0,Negative
1100,SSBS/M/2022/1100,26-07-2022," Jai Bhavani Nagar, Pashan",Genepath,0,0,0,Negative
1101,SSBS/M/2022/1101,26-07-2022,"DP road, Botanical Garden, Aundh,",Genepath,33.2,38.8,34.2,Positive
1102,SSBS/M/2022/1102,27-07-2022," Dattawadi, Rajaram Bridge",Genepath,34.1,38.5,36.9,Negative
1103,SSBS/M/2022/1103,27-07-2022,"Vitthalwadi-Hingne Shantinagar,",Genepath,0,0,34.4,Negative
1104,SSBS/M/2022/1104,27-07-2022," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,28.6,33.5,31.7,Positive
1105,SSBS/M/2022/1105,27-07-2022,"RTO Office, Alandi road, Yerwada",Genepath,30.2,34.1,32.4,Positive
1106,SSBS/M/2022/1106,27-07-2022,"Shantinagar, Vishrantwadi",Genepath,31.1,35,33.5,Positive
1107,SSBS/M/2022/1107,28-07-2022,"Aditya Birla Hospital Road, Under bridge",Genepath,0,0,0,Negative
1108,SSBS/M/2022/1108,28-07-2022,"Shastri Nagar, Pimpri",Genepath,0,34.8,33.1,Positive
1109,SSBS/M/2022/1109,28-07-2022,"Kasarwadi, Pimple gurav road",Genepath,29.5,0,32.2,Positive
1110,SSBS/M/2022/1110,28-07-2022,"60-feet road, Pimple Gurav",Genepath,0,0,0,Negative
1111,SSBS/M/2022/1111,28-07-2022,Dapodi-Sangvi,Genepath,31.7,0,34.6,Positive
1112,SSBS/M/2022/1112,29-07-2022,Dapodi Harris Bridge,Genepath,30.8,34.5,33.5,Positive
1113,SSBS/M/2022/1113,29-07-2022,"Dapodi, Sai service",Genepath,0,34.7,0,Negative
1114,SSBS/M/2022/1114,29-07-2022,"Wolf Colony, Pimpri",Genepath,36.5,0,37,Negative
1115,SSBS/M/2022/1115,29-07-2022,"Rahatani, New DP road",Genepath,34,40.1,36.2,Negative
1116,SSBS/M/2022/1116,1/8/2022,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,28.53,34.93,32.64,Positive
1117,SSBS/M/2022/1117,1/8/2022,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,31.27,36.74,34.63,Positive
1118,SSBS/M/2022/1118,1/8/2022,Kothrud Sanjeevan hospital,Genepath,32.26,35.43,35.7,Positive
1119,SSBS/M/2022/1119,1/8/2022,Kothrud Karve road,Genepath,0,0,0,Negative
1120,SSBS/M/2022/1120,1/8/2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,29.05,33.95,33.09,Positive
1121,SSBS/M/2022/1121,1/8/2022,"Bus Depot (main), Kothrud",Genepath,25.27,30.09,29.46,Positive
1122,SSBS/M/2022/1122,2/8/2022,"Mahalunge Road, Baner",Genepath,0,0,0,Negative
1123,SSBS/M/2022/1123,2/8/2022,"Balewadi Phata, Baner",Genepath,28.16,33.59,32.37,Positive
1124,SSBS/M/2022/1124,2/8/2022,Aundh,Genepath,0,0,0,Negative
1125,SSBS/M/2022/1125,2/8/2022,"  Someshwarwadi, Pashan",Genepath,0,0,0,Negative
1126,SSBS/M/2022/1126,2/8/2022," Jai Bhavani Nagar, Pashan",Genepath,0,0,0,Negative
1127,SSBS/M/2022/1127,2/8/2022,"DP road, Botanical Garden, Aundh,",Genepath,28.57,35.91,32.16,Positive
1128,SSBS/M/2022/1128,3/8/2022," Dattawadi, Rajaram Bridge",Genepath,30.75,35.52,34.12,Positive
1129,SSBS/M/2022/1129,3/8/2022,"Vitthalwadi-Hingne Shantinagar,",Genepath,29.96,33.32,34.25,Positive
1130,SSBS/M/2022/1130,3/8/2022," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,29.8,34.13,33.43,Positive
1131,SSBS/M/2022/1131,3/8/2022,"RTO Office, Alandi road, Yerwada",Genepath,30.7,34.97,33.8,Positive
1132,SSBS/M/2022/1132,3/8/2022,"Shantinagar, Vishrantwadi",Genepath,30.09,35.42,33.64,Positive
1133,SSBS/M/2022/1133,4/8/2022,"Aditya Birla Hospital Road, Under bridge",Genepath,0,0,0,Negative
1134,SSBS/M/2022/1134,4/8/2022,"Shastri Nagar, Pimpri",Genepath,31.57,38.73,35.33,Positive
1135,SSBS/M/2022/1135,4/8/2022,"Kasarwadi, Pimple gurav road",Genepath,36.48,39.2,36.53,Negative
1136,SSBS/M/2022/1136,4/8/2022,Dapodi-Sangvi,Genepath,0,0,36.84,Negative
1137,SSBS/M/2022/1137,4/8/2022,"60-feet road, Pimple Gurav",Genepath,28.36,33.93,32.83,Positive
1138,SSBS/M/2022/1138,5/8/2022,"Rahatani, New DP road",Genepath,26.31,0,0,Negative
1139,SSBS/M/2022/1139,5/8/2022,"Wolf Colony, Pimpri",Genepath,29.2,35.18,32.98,Positive
1140,SSBS/M/2022/1140,5/8/2022,"Dapodi, Sai service",Genepath,33.19,39.22,36.74,Negative
1141,SSBS/M/2022/1141,5/8/2022,Dapodi Harris Bridge,Genepath,0,0,0,
1142,SSBS/M/2022/1142,8/8/2022,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,31.27,37.03,36.59,Negative
1143,SSBS/M/2022/1143,8/8/2022,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,30.42,37.39,34.57,Positive
1144,SSBS/M/2022/1144,8/8/2022,Kothrud Sanjeevan hospital,Genepath,31.64,38.5,38.95,Negative
1145,SSBS/M/2022/1145,8/8/2022,Kothrud Karve road,Genepath,32.99,37.37,36.25,Positive
1146,SSBS/M/2022/1146,8/8/2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,30.42,35.86,34.04,Positive
1147,SSBS/M/2022/1147,8/8/2022,"Bus Depot (main), Kothrud",Genepath,31.21,0,36.27,Negative
1148,SSBS/M/2022/1148,9/8/2022,"Mahalunge Road, Baner",Genepath,24.9,27.87,0,Positive
1149,SSBS/M/2022/1149,9/8/2022,"Balewadi Phata, Baner",Genepath,28.76,34.31,32.46,Positive
1150,SSBS/M/2022/1150,9/8/2022,Aundh,Genepath,33.1,36.15,34.64,Positive
1151,SSBS/M/2022/1151,9/8/2022,"  Someshwarwadi, Pashan",Genepath,37.7,0,38.99,Negative
1152,SSBS/M/2022/1152,9/8/2022," Jai Bhavani Nagar, Pashan",Genepath,40.86,0,0,Negative
1153,SSBS/M/2022/1153,9/8/2022,"DP road, Botanical Garden, Aundh,",Genepath,28.87,36.59,32.34,Positive
1154,SSBS/M/2022/1154,10/8/2022,"Shantinagar, Vishrantwadi",Genepath,30.08,36.21,33.57,Positive
1155,SSBS/M/2022/1155,10/8/2022,"RTO Office, Alandi road, Yerwada",Genepath,30.96,36.77,33.79,Positive
1156,SSBS/M/2022/1156,10/8/2022," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,28.53,33.59,32.4,Positive
1157,SSBS/M/2022/1157,10/8/2022," Dattawadi, Rajaram Bridge",Genepath,32.3,32.89,33.4,Positive
1158,SSBS/M/2022/1158,10/8/2022,Vitthalwadi-Hingne Shantinagar,Genepath,30.11,35.49,32.42,Positive
1159,SSBS/M/2022/1159,12/8/2022,"Aditya Birla Hospital Road, Under bridge",Genepath,40.72,0,35.87,Negative
1160,SSBS/M/2022/1160,12/8/2022,"Shastri Nagar, Pimpri",Genepath,36.63,38.79,33.44,Negative
1161,SSBS/M/2022/1161,12/8/2022,"Kasarwadi, Pimple gurav road",Genepath,38.37,37.13,34.25,Negative
1162,SSBS/M/2022/1162,12/8/2022,Dapodi-Sangvi,Genepath,29.81,0,0,Negative
1163,SSBS/M/2022/1163,16-08-2022,"Mahalunge Road, Baner",Genepath,35.62,38.26,38.9,Negative
1164,SSBS/M/2022/1164,16-08-2022,"Balewadi Phata, Baner",Genepath,31.56,34.32,31.43,Positive
1165,SSBS/M/2022/1165,16-08-2022,Aundh,Genepath,0,34.61,25.42,Positive
1166,SSBS/M/2022/1166,16-08-2022,"  Someshwarwadi, Pashan",Genepath,36.69,0,32.98,Negative
1167,SSBS/M/2022/1167,16-08-2022," Jai Bhavani Nagar, Pashan",Genepath,0,39.69,33.05,Negative
1168,SSBS/M/2022/1168,16-08-2022,"DP road, Botanical Garden, Aundh,",Genepath,38.26,32.43,32.89,Positive
1169,SSBS/M/2022/1169,17-08-2022," Dattawadi, Rajaram Bridge",Genepath,29.39,31.87,30.53,Positive
1170,SSBS/M/2022/1170,17-08-2022,Vitthalwadi-Hingne Shantinagar,Genepath,29.34,34.62,30.89,Positive
1171,SSBS/M/2022/1171,17-08-2022," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,32.77,0,32.55,Positive
1172,SSBS/M/2022/1172,17-08-2022,"Shantinagar, Vishrantwadi",Genepath,38.36,36.17,33.74,Negative
1173,SSBS/M/2022/1173,18-08-2022,"Aditya Birla Hospital Road, Under bridge",Genepath,0,37.79,39.61,Negative
1174,SSBS/M/2022/1174,18-08-2022,"Shastri Nagar, Pimpri",Genepath,32.25,38.86,32.81,Positive
1175,SSBS/M/2022/1175,18-08-2022,"Kasarwadi, Pimple gurav road",Genepath,31.06,36.38,33.22,Positive
1176,SSBS/M/2022/1176,18-08-2022,Dapodi-Sangvi,Genepath,19.31,37.96,37.58,Negative
1177,SSBS/M/2022/1177,19-08-2022,"Rahatani, New DP road",Genepath,33.88,0,37.11,Negative
1178,SSBS/M/2022/1178,19-08-2022,"Dapodi, Sai service",Genepath,33.87,0,0,Negative
1179,SSBS/M/2022/1179,19-08-2022,Dapodi Harris Bridge,Genepath,0,0,0,Negative
1180,SSBS/M/2022/1180,22-08-2022,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,29.45,37.28,32.87,Positive
1181,SSBS/M/2022/1181,22-08-2022,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,30.07,39.21,32.75,Positive
1182,SSBS/M/2022/1182,22-08-2022,Kothrud Sanjeevan hospital,Genepath,26.72,35.61,30.46,Positive
1183,SSBS/M/2022/1183,22-08-2022,Kothrud Karve road,Genepath,0,0,37.19,Negative
1184,SSBS/M/2022/1184,22-08-2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,28.19,34.65,31.85,Positive
1185,SSBS/M/2022/1185,23-08-2022,"Mahalunge Road, Baner",Genepath,0,0,40.87,Negative
1186,SSBS/M/2022/1186,23-08-2022,"Balewadi Phata, Baner",Genepath,34.77,0,36.53,Negative
1187,SSBS/M/2022/1187,23-08-2022,Aundh,Genepath,0,0,0,Negative
1188,SSBS/M/2022/1188,23-08-2022,"  Someshwarwadi, Pashan",Genepath,0,0,0,Negative
1189,SSBS/M/2022/1189,23-08-2022," Jai Bhavani Nagar, Pashan",Genepath,0,0,0,Negative
1190,SSBS/M/2022/1190,23-08-2022,"DP road, Botanical Garden, Aundh,",Genepath,28.34,32.77,33.98,Positive
1191,SSBS/M/2022/1191,24-08-2022,Dapodi-Sangvi,Genepath,29.85,38.12,0,Negative
1192,SSBS/M/2022/1192,24-08-2022,"Kasarwadi, Pimple gurav road",Genepath,0,0,34.91,Negative
1193,SSBS/M/2022/1193,24-08-2022,"Shastri Nagar, Pimpri",Genepath,32.88,0,35.73,Negative
1194,SSBS/M/2022/1194,25-08-2022,"Aditya Birla Hospital Road, Under bridge",Genepath,0,0,38.73,Negative
1195,SSBS/M/2022/1195,25-08-2022," Dattawadi, Rajaram Bridge",Genepath,35.56,0,37.84,Negative
1196,SSBS/M/2022/1196,25-08-2022,Vitthalwadi-Hingne Shantinagar,Genepath,39.77,0,35.55,Negative
1197,SSBS/M/2022/1197,25-08-2022," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,33.13,38.45,34.36,Positive
1198,SSBS/M/2022/1198,26-08-2022,"Shantinagar, Vishrantwadi",Genepath,29.57,35.24,32.45,Positive
1199,SSBS/M/2022/1199,26-08-2022,"Rahatani, New DP road",Genepath,0,35.98,32.83,Negative
1200,SSBS/M/2022/1200,26-08-2022,"Dapodi, Sai service",Genepath,0,0,0,Negative
1201,SSBS/M/2022/1201,26-08-2022,Dapodi Harris Bridge,Genepath,33.72,0,35.25,Negative
1202,SSBS/M/2022/1202,29-08-2022,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,29.7,36.55,32.23,Positive
1203,SSBS/M/2022/1203,29-08-2022,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,28.66,34.63,31.83,Positive
1204,SSBS/M/2022/1204,29-08-2022,Kothrud Sanjeevan hospital,Genepath,33.38,39.26,36.34,Negative
1205,SSBS/M/2022/1205,29-08-2022,Kothrud Karve road,Genepath,30.59,35.35,33.39,Positive
1206,SSBS/M/2022/1206,29-08-2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,27.39,33.95,31.36,Positive
1207,SSBS/M/2022/1207,29-08-2022,"Bus Depot (main), Kothrud",Genepath,26.67,34.69,30.34,Positive
1208,SSBS/M/2022/1208,30-08-2022,"Mahalunge Road, Baner",Genepath,0,0,0,Negative
1209,SSBS/M/2022/1209,30-08-2022,"Balewadi Phata, Baner",Genepath,29.5,32.68,31.64,Positive
1210,SSBS/M/2022/1210,30-08-2022,Aundh,Genepath,27.29,0,0,Negative
1211,SSBS/M/2022/1211,30-08-2022,"  Someshwarwadi, Pashan",Genepath,33.68,0,0,Negative
1212,SSBS/M/2022/1212,30-08-2022," Jai Bhavani Nagar, Pashan",Genepath,0,0,0,Negative
1213,SSBS/M/2022/1213,1/9/2022,"Aditya Birla Hospital Road, Under bridge",Genepath,0,0,0,Negative
1214,SSBS/M/2022/1214,1/9/2022,"Shastri Nagar, Pimpri",Genepath,29.6,36.02,32.51,Positive
1215,SSBS/M/2022/1215,1/9/2022,"Kasarwadi, Pimple gurav road",Genepath,32.68,35.49,34.41,Positive
1216,SSBS/M/2022/1216,1/9/2022,"60-feet road, Pimple Gurav",Genepath,28.84,33.29,31.23,Positive
1217,SSBS/M/2022/1217,1/9/2022,Dapodi-Sangvi,Genepath,0,0,0,Negative
1218,SSBS/M/2022/1218,2/9/2022,"Rahatani, New DP road",Genepath,37.36,0,37.04,Negative
1219,SSBS/M/2022/1219,2/9/2022,"Dapodi, Sai service",Genepath,34.46,0,36.61,Negative
1220,SSBS/M/2022/1220,2/9/2022,Dapodi Harris Bridge,Genepath,0,0,0,Negative
1221,SSBS/M/2022/1221,5/9/2022,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,29.13,37.85,33.3,Positive
1222,SSBS/M/2022/1222,5/9/2022,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,29.25,36.44,33.52,Positive
1223,SSBS/M/2022/1223,5/9/2022,Kothrud Sanjeevan hospital,Genepath,31.15,36.35,33.8,Positive
1224,SSBS/M/2022/1224,5/9/2022,Kothrud Karve road,Genepath,0,0,0,Negative
1225,SSBS/M/2022/1225,5/9/2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,30.85,38.21,34.41,Positive
1226,SSBS/M/2022/1226,5/9/2022,"Bus Depot (main), Kothrud",Genepath,30.51,0,34.33,Positive
1227,SSBS/M/2022/1227,6/9/2022,"Mahalunge Road, Baner",Genepath,32.03,0,39.63,Negative
1228,SSBS/M/2022/1228,6/9/2022,"Balewadi Phata, Baner",Genepath,38.92,0,0,Negative
1229,SSBS/M/2022/1229,6/9/2022,Aundh,Genepath,0,0,0,Negative
1230,SSBS/M/2022/1230,6/9/2022,"  Someshwarwadi, Pashan",Genepath,29.27,0,0,Negative
1231,SSBS/M/2022/1231,6/9/2022,"DP road, Botanical Garden, Aundh,",Genepath,33.46,0,34.44,Positive
1232,SSBS/M/2022/1232,7/9/2022," Dattawadi, Rajaram Bridge",Genepath,0,0,0,Negative
1233,SSBS/M/2022/1233,7/9/2022,Vitthalwadi-Hingne Shantinagar,Genepath,28.62,38.61,30.83,Positive
1234,SSBS/M/2022/1234,7/9/2022," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,0,0,35.37,Negative
1235,SSBS/M/2022/1235,7/9/2022,"Shantinagar, Vishrantwadi",Genepath,26.69,34.38,29.39,Positive
1236,SSBS/M/2022/1236,8/9/2022,"Aditya Birla Hospital Road, Under bridge",Genepath,29.49,0,32.59,Positive
1237,SSBS/M/2022/1237,8/9/2022,"Shastri Nagar, Pimpri",Genepath,28,35.9,30.73,Positive
1238,SSBS/M/2022/1238,8/9/2022,"Kasarwadi, Pimple gurav road",Genepath,29.27,36.88,31.92,Positive
1239,SSBS/M/2022/1239,8/9/2022,Dapodi-Sangvi,Genepath,40.71,0,36.27,Negative
1240,SSBS/M/2022/1240,12/9/2022,"Shivajinagar, Vaidhwadi Nala catchment",Genepath,30.2,0,33.3,Positive
1241,SSBS/M/2022/1241,12/9/2022,"Shivajinagar, Chaturshrungi Nala Catchment",Genepath,28.1,38.7,33.3,Positive
1242,SSBS/M/2022/1242,12/9/2022,Kothrud Sanjeevan hospital,Genepath,32.8,0,35.8,Positive
1243,SSBS/M/2022/1243,12/9/2022,Kothrud Karve road,Genepath,32.7,0,35.4,Positive
1244,SSBS/M/2022/1244,12/9/2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",Genepath,28.6,0,34.3,Positive
1245,SSBS/M/2022/1245,12/9/2022,"Bus Depot (main), Kothrud",Genepath,28.2,39,31.4,Positive
1246,SSBS/M/2022/1246,13-09-2022,"Mahalunge Road, Baner",Genepath,0,0,0,Negative
1247,SSBS/M/2022/1247,13-09-2022,"Balewadi Phata, Baner",Genepath,28.5,37.3,32,Positive
1248,SSBS/M/2022/1248,13-09-2022,Aundh,Genepath,38.6,0,0,Negative
1249,SSBS/M/2022/1249,13-09-2022,"  Someshwarwadi, Pashan",Genepath,0,0,0,Negative
1250,SSBS/M/2022/1250,13-09-2022," Jai Bhavani Nagar, Pashan",Genepath,0,0,0,Negative
1251,SSBS/M/2022/1251,13-09-2022,"DP road, Botanical Garden, Aundh,",Genepath,30,36.7,33.4,Positive
1252,SSBS/M/2022/1252,14-09-2022," Dattawadi, Rajaram Bridge",Genepath,29.5,0,34.8,Positive
1253,SSBS/M/2022/1253,14-09-2022,Vitthalwadi-Hingne Shantinagar,Genepath,38.9,0,0,Negative
1254,SSBS/M/2022/1254,14-09-2022," Kasba Peth, Juna Bazaar, Shivajinagar",Genepath,32,0,35.6,Positive
1255,SSBS/M/2022/1255,14-09-2022,"Shantinagar, Vishrantwadi",Genepath,0,0,0,Negative
1256,SSBS/M/2022/1256,15-09-2022,"Aditya Birla Hospital Road, Under bridge",Genepath,0,0,0,Negative
1257,SSBS/M/2022/1257,15-09-2022,"Shastri Nagar, Pimpri",Genepath,0,0,0,Negative
1258,SSBS/M/2022/1258,15-09-2022,"Kasarwadi, Pimple gurav road",Genepath,30.5,38.7,34.4,Positive
