Sr. No,Date,Location,CtN,CtE,CtRdRp,PCR Result
1257.0,15-09-2022,"Shastri Nagar, Pimpri",0.0,0.0,0.0,Negative
1258.0,15-09-2022,"Kasarwadi, Pimple gurav road",30.5,38.7,34.4,Positive
1259.0,15-09-2022,Dapodi-Sangvi,33.7,0.0,0.0,Negative
1260.0,16-09-2022,"Rahatani, New DP road",39.1,0.0,35.6,Negative
1261.0,16-09-2022,"Dapodi, Sai service",33.0,0.0,36.6,Negative
1262.0,16-09-2022,Dapodi Harris Bridge,0.0,0.0,33.3,Negative
1263.0,19-09-2022,"Shivajinagar, Vaidhwadi Nala catchment",28.74,35.56,32.27,Positive
1264.0,19-09-2022,"Shivajinagar, Chaturshrungi Nala Catchment",30.15,40.39,33.9,Positive
1265.0,19-09-2022,Kothrud Karve road,0.0,0.0,0.0,Negative
1266.0,19-09-2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",30.61,0.0,35.39,Positive
1267.0,19-09-2022,"Bus Depot (main), Kothrud",0.0,0.0,0.0,Negative
1268.0,20-09-2022,"Mahalunge Road, Baner",38.3,0.0,0.0,Negative
1269.0,20-09-2022,"Balewadi Phata, Baner",31.77,0.0,36.08,Positive
1270.0,20-09-2022,Aundh,0.0,38.99,0.0,Negative
1271.0,20-09-2022,"  Someshwarwadi, Pashan",0.0,0.0,0.0,Negative
1272.0,20-09-2022," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
1273.0,20-09-2022,"DP road, Botanical Garden, Aundh,",31.81,0.0,35.25,Positive
1274.0,21-09-2022," Dattawadi, Rajaram Bridge",0.0,37.51,0.0,Negative
1275.0,21-09-2022,Vitthalwadi-Hingne Shantinagar,28.46,33.82,31.56,Positive
1276.0,21-09-2022," Kasba Peth, Juna Bazaar, Shivajinagar",35.89,0.0,36.7,Negative
1277.0,21-09-2022,"Shantinagar, Vishrantwadi",29.64,0.0,31.06,Positive
1278.0,22-09-2022,"Aditya Birla Hospital Road, Under bridge",0.0,37.5,0.0,Negative
1279.0,22-09-2022,"Shastri Nagar, Pimpri",30.52,36.19,34.55,Positive
1280.0,22-09-2022,"Kasarwadi, Pimple gurav road",0.0,38.03,39.17,Negative
1281.0,22-09-2022,Dapodi-Sangvi,0.0,0.0,0.0,Negative
1282.0,23-09-2022,"Rahatani, New DP road",33.52,0.0,35.15,Positive
1283.0,23-09-2022,"Dapodi, Sai service",0.0,0.0,0.0,Negative
1284.0,23-09-2022,Dapodi Harris Bridge,38.76,0.0,37.94,Negative
1285.0,26-09-2022,"Shivajinagar, Vaidhwadi Nala catchment",30.44,0.0,33.4,Positive
1286.0,26-09-2022,"Shivajinagar, Chaturshrungi Nala Catchment",30.93,0.0,32.7,Positive
1287.0,26-09-2022,Kothrud Karve road,0.0,0.0,30.8,Negative
1288.0,26-09-2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",0.0,0.0,0.0,Negative
1289.0,26-09-2022,"Bus Depot (main), Kothrud",0.0,0.0,0.0,Negative
1290.0,27-09-2022,"Mahalunge Road, Baner",0.0,0.0,0.0,Negative
1291.0,27-09-2022,"Balewadi Phata, Baner",30.77,29.34,32.49,Positive
1292.0,27-09-2022,Aundh,0.0,38.73,0.0,Negative
1293.0,27-09-2022,"  Someshwarwadi, Pashan",0.0,0.0,14.94,Negative
1294.0,27-09-2022," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
1295.0,27-09-2022,"DP road, Botanical Garden, Aundh,",0.0,37.95,23.67,Negative
1296.0,28-09-2022," Dattawadi, Rajaram Bridge",0.0,0.0,0.0,Negative
1297.0,28-09-2022,Vitthalwadi-Hingne Shantinagar,0.0,0.0,35.44,Negative
1298.0,28-09-2022," Kasba Peth, Juna Bazaar, Shivajinagar",36.21,0.0,33.63,Negative
1299.0,28-09-2022,"Shantinagar, Vishrantwadi",0.0,37.34,0.0,Negative
1300.0,29-09-2022,"Aditya Birla Hospital Road, Under bridge",0.0,39.48,31.86,Negative
1301.0,29-09-2022,"Shastri Nagar, Pimpri",41.79,37.2,34.04,Negative
1302.0,29-09-2022,"Kasarwadi, Pimple gurav road",0.0,0.0,0.0,Negative
1303.0,29-09-2022,Dapodi-Sangvi,0.0,0.0,23.81,Negative
1304.0,30-09-2022,"Rahatani, New DP road",0.0,0.0,0.0,Negative
1305.0,30-09-2022,"Dapodi, Sai service",0.0,0.0,0.0,Negative
1306.0,30-09-2022,Dapodi Harris Bridge,0.0,0.0,36.17,Negative
1307.0,3/10/2022,"Shivajinagar, Vaidhwadi Nala catchment",40.77,0.0,0.0,Negative
1308.0,3/10/2022,"Shivajinagar, Chaturshrungi Nala Catchment",0.0,0.0,0.0,Negative
1309.0,3/10/2022,Kothrud Sanjeevan hospital,0.0,0.0,0.0,Negative
1310.0,3/10/2022,Kothrud Karve road,0.0,0.0,0.0,Negative
1311.0,3/10/2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",34.81,0.0,33.45,Positive
1312.0,3/10/2022,"Bus Depot (main), Kothrud",0.0,0.0,0.0,Negative
1313.0,4/10/2022,"Mahalunge Road, Baner",0.0,0.0,0.0,Negative
1314.0,4/10/2022,"Balewadi Phata, Baner",30.44,36.92,31.91,Positive
1315.0,4/10/2022,Aundh,0.0,0.0,0.0,Negative
1316.0,4/10/2022,"  Someshwarwadi, Pashan",0.0,0.0,0.0,Negative
1317.0,4/10/2022," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
1318.0,4/10/2022,"DP road, Botanical Garden, Aundh,",0.0,0.0,0.0,Negative
1319.0,6/10/2022,"Aditya Birla Hospital Road, Under bridge",0.0,0.0,0.0,Negative
1320.0,6/10/2022,"Shastri Nagar, Pimpri",34.1,0.0,38.16,Negative
1321.0,6/10/2022,"Kasarwadi, Pimple gurav road",0.0,0.0,0.0,Negative
1322.0,6/10/2022,Dapodi-Sangvi,0.0,0.0,41.13,Negative
1323.0,7/10/2022,"Rahatani, New DP road",34.44,0.0,35.39,Positive
1324.0,7/10/2022,"Dapodi, Sai service",0.0,0.0,0.0,Negative
1325.0,7/10/2022,Dapodi Harris Bridge,0.0,0.0,0.0,Negative
1326.0,10/10/2022,"Shivajinagar, Vaidhwadi Nala catchment",0.0,0.0,0.0,Negative
1327.0,10/10/2022,"Shivajinagar, Chaturshrungi Nala Catchment",32.64,0.0,35.73,Positive
1328.0,10/10/2022,Kothrud Sanjeevan hospital,0.0,0.0,0.0,Negative
1329.0,10/10/2022,Kothrud Karve road,0.0,0.0,0.0,Negative
1330.0,10/10/2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",35.2,0.0,37.17,Negative
1331.0,10/10/2022,"Bus Depot (main), Kothrud",32.72,0.0,35.33,Positive
1332.0,11/10/2022,Dapodi-Sangvi,0.0,0.0,0.0,Negative
1333.0,11/10/2022," Kasba Peth, Juna Bazaar, Shivajinagar",0.0,0.0,0.0,Negative
1334.0,11/10/2022,"Kasarwadi, Pimple gurav road",0.0,0.0,0.0,Negative
1335.0,11/10/2022,"Shastri Nagar, Pimpri",0.0,0.0,0.0,Negative
1336.0,11/10/2022,"Aditya Birla Hospital Road, Under bridge",0.0,0.0,0.0,Negative
1337.0,12/10/2022," Dattawadi, Rajaram Bridge",39.21,0.0,0.0,Negative
1338.0,12/10/2022,Vitthalwadi-Hingne Shantinagar,0.0,0.0,0.0,Negative
1339.0,12/10/2022," Kasba Peth, Juna Bazaar, Shivajinagar",0.0,0.0,0.0,Negative
1340.0,12/10/2022,"RTO Office, Alandi road, Yerwada",0.0,0.0,0.0,Negative
1341.0,12/10/2022,"Shantinagar, Vishrantwadi",0.0,0.0,37.27,Negative
1342.0,13-10-2022,"Mahalunge Road, Baner",0.0,0.0,0.0,Negative
1343.0,13-10-2022,"Balewadi Phata, Baner",0.0,0.0,37.52,Negative
1344.0,13-10-2022,Aundh,0.0,39.18,0.0,Negative
1345.0,13-10-2022,"  Someshwarwadi, Pashan",0.0,0.0,0.0,Negative
1346.0,13-10-2022," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
1347.0,13-10-2022,"DP road, Botanical Garden, Aundh,",0.0,39.58,0.0,Negative
1348.0,14-10-2022,"Rahatani, New DP road",30.47,38.02,33.97,Positive
1349.0,14-10-2022,"Shastri Nagar, Pimpri",33.19,0.0,35.64,Positive
1350.0,14-10-2022,"Dapodi, Sai service",0.0,40.05,0.0,Negative
1351.0,14-10-2022,Dapodi Harris Bridge,34.8,0.0,35.91,Positive
1352.0,17-10-2022,"Shivajinagar, Vaidhwadi Nala catchment",30.77,0.0,0.0,Negative
1353.0,17-10-2022,"Shivajinagar, Chaturshrungi Nala Catchment",35.67,0.0,0.0,Negative
1354.0,17-10-2022,Kothrud Sanjeevan hospital,32.68,0.0,36.5,Negative
1355.0,17-10-2022,Kothrud Karve road,29.84,0.0,0.0,Negative
1356.0,17-10-2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",39.8,38.86,0.0,Negative
1357.0,17-10-2022,"Bus Depot (main), Kothrud",30.33,39.34,33.67,Positive
1358.0,18-10-2022,"DP road, Botanical Garden, Aundh,",34.06,37.83,39.7,Negative
1359.0,18-10-2022,"  Someshwarwadi, Pashan",39.47,0.0,38.38,Negative
1360.0,18-10-2022," Jai Bhavani Nagar, Pashan",36.06,0.0,0.0,Negative
1361.0,18-10-2022,Aundh,36.78,0.0,0.0,Negative
1362.0,18-10-2022,"Balewadi Phata, Baner",41.4,39.47,0.0,Negative
1363.0,18-10-2022,"Mahalunge Road, Baner",38.78,33.46,0.0,Negative
1364.0,19-10-2022," Dattawadi, Rajaram Bridge",35.18,0.0,0.0,Negative
1365.0,19-10-2022,Vitthalwadi-Hingne Shantinagar,37.08,36.54,33.04,Positive
1366.0,19-10-2022," Kasba Peth, Juna Bazaar, Shivajinagar",31.35,38.25,33.02,Positive
1367.0,19-10-2022,"RTO Office, Alandi road, Yerwada",0.0,38.18,39.19,Negative
1368.0,19-10-2022,"Shantinagar, Vishrantwadi",24.18,0.0,0.0,Negative
1369.0,28-10-2022,"Rahatani, New DP road",39.65,0.0,39.54,Negative
1370.0,28-10-2022,"Shastri Nagar, Pimpri",39.83,0.0,0.0,Negative
1371.0,28-10-2022,"Dapodi, Sai service",37.11,0.0,0.0,Negative
1372.0,28-10-2022,Dapodi Harris Bridge,26.56,32.83,29.15,Positive
1373.0,31-10-2022,"Shivajinagar, Vaidhwadi Nala catchment",0.0,0.0,0.0,Negative
1374.0,31-10-2022,"Shivajinagar, Chaturshrungi Nala Catchment",0.0,0.0,37.33,Negative
1375.0,31-10-2022,Kothrud Sanjeevan hospital,0.0,0.0,36.67,Negative
1376.0,31-10-2022,Kothrud Karve road,0.0,0.0,0.0,Negative
1377.0,31-10-2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",0.0,0.0,0.0,Negative
1378.0,31-10-2022,"Bus Depot (main), Kothrud",0.0,0.0,0.0,Negative
1379.0,1/11/2022,"Mahalunge Road, Baner",0.0,0.0,0.0,Negative
1380.0,1/11/2022,"Balewadi Phata, Baner",0.0,0.0,35.39,Negative
1381.0,1/11/2022,Aundh,0.0,0.0,0.0,Negative
1382.0,1/11/2022,"  Someshwarwadi, Pashan",0.0,0.0,0.0,Negative
1383.0,1/11/2022," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
1384.0,1/11/2022,"DP road, Botanical Garden, Aundh,",0.0,0.0,0.0,Negative
1385.0,2/11/2022," Dattawadi, Rajaram Bridge",0.0,0.0,36.43,Negative
1386.0,2/11/2022,Vitthalwadi-Hingne Shantinagar,0.0,0.0,0.0,Negative
1387.0,2/11/2022," Kasba Peth, Juna Bazaar, Shivajinagar",34.06,38.26,32.38,Positive
1388.0,2/11/2022,"Shantinagar, Vishrantwadi",0.0,0.0,35.23,Negative
1389.0,3/11/2022,"Aditya Birla Hospital Road, Under bridge",0.0,0.0,0.0,Negative
1390.0,3/11/2022,"Shastri Nagar, Pimpri",0.0,0.0,39.47,Negative
1391.0,3/11/2022,"Kasarwadi, Pimple gurav road",0.0,0.0,0.0,Negative
1392.0,3/11/2022,"60-feet road, Pimple Gurav",0.0,0.0,0.0,Negative
1393.0,3/11/2022,Dapodi-Sangvi,0.0,0.0,40.0,Negative
1394.0,4/11/2022,"Rahatani, New DP road",0.0,0.0,0.0,Negative
1395.0,4/11/2022,"Wolf Colony, Pimpri",30.31,36.52,29.72,Positive
1396.0,4/11/2022,"Dapodi, Sai service",35.25,0.0,33.36,Positive
1397.0,4/11/2022,Dapodi Harris Bridge,35.07,0.0,35.09,Positive
1398.0,7/11/2022,"Shivajinagar, Vaidhwadi Nala catchment",0.0,0.0,0.0,Negative
1399.0,7/11/2022,"Shivajinagar, Chaturshrungi Nala Catchment",0.0,0.0,39.14,Negative
1400.0,7/11/2022,Kothrud Sanjeevan hospital,0.0,0.0,0.0,Negative
1401.0,7/11/2022,Kothrud Karve road,0.0,0.0,0.0,Negative
1402.0,7/11/2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",0.0,0.0,0.0,Negative
1403.0,7/11/2022,"Bus Depot (main), Kothrud",0.0,0.0,0.0,Negative
1404.0,8/11/2022,"Mahalunge Road, Baner",0.0,0.0,0.0,Negative
1405.0,8/11/2022,"Balewadi Phata, Baner",37.22,0.0,38.49,Negative
1406.0,8/11/2022,Aundh,0.0,0.0,0.0,Negative
1407.0,8/11/2022,"  Someshwarwadi, Pashan",0.0,0.0,0.0,Negative
1408.0,8/11/2022," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
1409.0,8/11/2022,"DP road, Botanical Garden, Aundh,",0.0,0.0,0.0,Negative
1410.0,9/11/2022,"Shantinagar, Vishrantwadi",0.0,0.0,0.0,Negative
1411.0,9/11/2022,"RTO Office, Alandi road, Yerwada",36.33,37.99,36.32,Negative
1412.0,9/11/2022," Kasba Peth, Juna Bazaar, Shivajinagar",0.0,0.0,0.0,Negative
1413.0,9/11/2022," Dattawadi, Rajaram Bridge",0.0,0.0,0.0,Negative
1414.0,9/11/2022,Vitthalwadi-Hingne Shantinagar,0.0,0.0,0.0,Negative
1415.0,10/11/2022,"Aditya Birla Hospital Road, Under bridge",0.0,0.0,0.0,Negative
1416.0,10/11/2022,"Shastri Nagar, Pimpri",0.0,0.0,39.96,Negative
1417.0,10/11/2022,"Kasarwadi, Pimple gurav road",0.0,0.0,41.71,Negative
1418.0,10/11/2022,"60-feet road, Pimple Gurav",0.0,0.0,0.0,Negative
1419.0,10/11/2022,Dapodi-Sangvi,0.0,0.0,37.61,Negative
1420.0,11/11/2022,"Rahatani, New DP road",0.0,38.75,37.65,Negative
1421.0,11/11/2022,"Wolf Colony, Pimpri",0.0,0.0,0.0,Negative
1422.0,11/11/2022,"Dapodi, Sai service",0.0,0.0,0.0,Negative
1423.0,11/11/2022,Dapodi Harris Bridge,0.0,0.0,0.0,Negative
1424.0,14-11-2022,"Shivajinagar, Vaidhwadi Nala catchment",0.0,0.0,0.0,Negative
1425.0,14-11-2022,"Shivajinagar, Chaturshrungi Nala Catchment",40.29,0.0,39.23,Negative
1426.0,14-11-2022,Kothrud Sanjeevan hospital,0.0,0.0,0.0,Negative
1427.0,14-11-2022,Kothrud Karve road,0.0,0.0,0.0,Negative
1428.0,15-11-2022,"Mahalunge Road, Baner",0.0,0.0,0.0,Negative
1429.0,15-11-2022,"Balewadi Phata, Baner",41.47,0.0,0.0,Negative
1430.0,15-11-2022,Aundh,0.0,0.0,0.0,Negative
1431.0,15-11-2022,"  Someshwarwadi, Pashan",0.0,0.0,0.0,Negative
1432.0,15-11-2022," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
1433.0,16-11-2022," Dattawadi, Rajaram Bridge",0.0,0.0,0.0,Negative
1434.0,16-11-2022,Vitthalwadi-Hingne Shantinagar,0.0,0.0,0.0,Negative
1435.0,16-11-2022," Kasba Peth, Juna Bazaar, Shivajinagar",0.0,0.0,0.0,Negative
1436.0,16-11-2022,"RTO Office, Alandi road, Yerwada",0.0,0.0,0.0,Negative
1437.0,16-11-2022,"Shantinagar, Vishrantwadi",0.0,39.44,37.0,Negative
1438.0,17-11-2022,"Aditya Birla Hospital Road, Under bridge",0.0,0.0,0.0,Negative
1439.0,17-11-2022,"Shastri Nagar, Pimpri",0.0,0.0,0.0,Negative
1440.0,17-11-2022,"Kasarwadi, Pimple gurav road",0.0,0.0,0.0,Negative
1441.0,17-11-2022,"60-feet road, Pimple Gurav",0.0,0.0,0.0,Negative
1442.0,17-11-2022,Dapodi-Sangvi,0.0,0.0,0.0,Negative
1443.0,18-11-2022,"Rahatani, New DP road",0.0,0.0,0.0,Negative
1444.0,18-11-2022,"Wolf Colony, Pimpri",0.0,0.0,39.15,Negative
1445.0,18-11-2022,"Dapodi, Sai service",0.0,0.0,0.0,Negative
1446.0,18-11-2022,Dapodi Harris Bridge,0.0,0.0,0.0,Negative
1447.0,21-11-2022,"Bus Depot (main), Kothrud",0.0,0.0,0.0,Negative
1448.0,21-11-2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",0.0,0.0,35.71,Negative
1449.0,21-11-2022,Kothrud Karve road,0.0,38.75,0.0,Negative
1450.0,21-11-2022,Kothrud Sanjeevan hospital,0.0,39.27,0.0,Negative
1451.0,21-11-2022,"Shivajinagar, Vaidhwadi Nala catchment",0.0,39.58,0.0,Negative
1452.0,21-11-2022,"Shivajinagar, Chaturshrungi Nala Catchment",0.0,0.0,0.0,Negative
1453.0,22-11-2022,"Mahalunge Road, Baner",0.0,0.0,0.0,Negative
1454.0,22-11-2022,"Balewadi Phata, Baner",0.0,0.0,0.0,Negative
1455.0,22-11-2022,Aundh,0.0,0.0,37.42,Negative
1456.0,22-11-2022,"  Someshwarwadi, Pashan",0.0,0.0,0.0,Negative
1457.0,22-11-2022,"DP road, Botanical Garden, Aundh,",0.0,0.0,0.0,Negative
1458.0,23-11-2022," Dattawadi, Rajaram Bridge",0.0,0.0,0.0,Negative
1459.0,23-11-2022,Vitthalwadi-Hingne Shantinagar,0.0,0.0,0.0,Negative
1460.0,23-11-2022," Kasba Peth, Juna Bazaar, Shivajinagar",0.0,39.6,0.0,Negative
1461.0,23-11-2022,"RTO Office, Alandi road, Yerwada",0.0,0.0,0.0,Negative
1462.0,23-11-2022,"Shantinagar, Vishrantwadi",0.0,0.0,0.0,Negative
1463.0,24-11-2022,"Aditya Birla Hospital Road, Under bridge",0.0,0.0,0.0,Negative
1464.0,24-11-2022,"Shastri Nagar, Pimpri",0.0,0.0,0.0,Negative
1465.0,24-11-2022,"Kasarwadi, Pimple gurav road",0.0,0.0,0.0,Negative
1466.0,24-11-2022,"60-feet road, Pimple Gurav",0.0,0.0,0.0,Negative
1467.0,24-11-2022,Dapodi-Sangvi,0.0,0.0,0.0,Negative
1468.0,25-11-2022,"Rahatani, New DP road",0.0,0.0,0.0,Negative
1469.0,25-11-2022,"Wolf Colony, Pimpri",0.0,0.0,0.0,Negative
1470.0,25-11-2022,"Dapodi, Sai service",0.0,0.0,0.0,Negative
1471.0,25-11-2022,Dapodi Harris Bridge,0.0,0.0,0.0,Negative
1472.0,28-11-2022,"Shivajinagar, Vaidhwadi Nala catchment",0.0,0.0,0.0,Negative
1473.0,28-11-2022,"Shivajinagar, Chaturshrungi Nala Catchment",0.0,0.0,0.0,Negative
1474.0,28-11-2022,Kothrud Sanjeevan hospital,0.0,0.0,0.0,Negative
1475.0,28-11-2022,Kothrud Karve road,0.0,0.0,0.0,Negative
1476.0,28-11-2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",0.0,0.0,0.0,Negative
1477.0,28-11-2022,"Bus Depot (main), Kothrud",0.0,39.19,0.0,Negative
1478.0,29-11-2022," Jai Bhavani Nagar, Pashan",0.0,38.82,0.0,Negative
1479.0,29-11-2022,"  Someshwarwadi, Pashan",0.0,38.13,0.0,Negative
1480.0,29-11-2022,Aundh,0.0,0.0,0.0,Negative
1481.0,29-11-2022,"Balewadi Phata, Baner",0.0,0.0,0.0,Negative
1482.0,29-11-2022,"Mahalunge Road, Baner",0.0,0.0,0.0,Negative
1483.0,29-11-2022,"DP road, Botanical Garden, Aundh,",0.0,0.0,0.0,Negative
1484.0,30-11-2022," Dattawadi, Rajaram Bridge",0.0,39.6,0.0,Negative
1485.0,30-11-2022,Vitthalwadi-Hingne Shantinagar,0.0,38.7,0.0,Negative
1486.0,30-11-2022," Kasba Peth, Juna Bazaar, Shivajinagar",0.0,37.44,0.0,Negative
1487.0,30-11-2022,"RTO Office, Alandi road, Yerwada",0.0,39.99,0.0,Negative
1488.0,30-11-2022,"Shantinagar, Vishrantwadi",0.0,0.0,0.0,Negative
1489.0,1/12/2022,"Aditya Birla Hospital Road, Under bridge",0.0,0.0,0.0,Negative
1490.0,1/12/2022,"Shastri Nagar, Pimpri",0.0,0.0,0.0,Negative
1491.0,1/12/2022,"Kasarwadi, Pimple gurav road",0.0,0.0,0.0,Negative
1492.0,1/12/2022,"60-feet road, Pimple Gurav",0.0,39.56,0.0,Negative
1493.0,1/12/2022,Dapodi-Sangvi,0.0,40.54,0.0,Negative
1494.0,2/12/2022,"Rahatani, New DP road",0.0,36.98,0.0,Negative
1495.0,2/12/2022,"Wolf Colony, Pimpri",0.0,0.0,0.0,Negative
1496.0,2/12/2022,"Dapodi, Sai service",0.0,0.0,0.0,Negative
1497.0,2/12/2022,Dapodi Harris Bridge,0.0,0.0,0.0,Negative
1498.0,5/12/2022,"Shivajinagar, Vaidhwadi Nala catchment",0.0,0.0,0.0,Negative
1499.0,5/12/2022,"Shivajinagar, Chaturshrungi Nala Catchment",0.0,0.0,0.0,Negative
1500.0,5/12/2022,Kothrud Karve road,0.0,0.0,0.0,Negative
1501.0,5/12/2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",0.0,0.0,0.0,Negative
1502.0,5/12/2022,"Bus Depot (main), Kothrud",0.0,0.0,0.0,Negative
1503.0,20-12-2022,"Mahalunge Road, Baner",0.0,38.64,0.0,Negative
1504.0,20-12-2022,"Balewadi Phata, Baner",0.0,0.0,0.0,Negative
1505.0,20-12-2022,Aundh,0.0,0.0,0.0,Negative
1506.0,20-12-2022,"  Someshwarwadi, Pashan",0.0,0.0,0.0,Negative
1507.0,20-12-2022," Jai Bhavani Nagar, Pashan",0.0,37.23,0.0,Negative
1508.0,20-12-2022,"DP road, Botanical Garden, Aundh,",0.0,0.0,0.0,Negative
1509.0,20-12-2022,"Shivajinagar, Vaidhwadi Nala catchment",0.0,0.0,0.0,Negative
1510.0,20-12-2022,"Shivajinagar, Chaturshrungi Nala Catchment",0.0,0.0,0.0,Negative
1511.0,21-12-2022," Dattawadi, Rajaram Bridge",0.0,0.0,0.0,Negative
1512.0,21-12-2022,Vitthalwadi-Hingne Shantinagar,0.0,0.0,0.0,Negative
1513.0,21-12-2022," Kasba Peth, Juna Bazaar, Shivajinagar",0.0,38.47,0.0,Negative
1514.0,21-12-2022,"RTO Office, Alandi road, Yerwada",0.0,37.08,0.0,Negative
1515.0,21-12-2022,"Shantinagar, Vishrantwadi",0.0,37.49,0.0,Negative
1516.0,22-12-2022,"Aditya Birla Hospital Road, Under bridge",0.0,0.0,0.0,Negative
1517.0,22-12-2022,"Shastri Nagar, Pimpri",0.0,0.0,0.0,Negative
1518.0,22-12-2022,"Kasarwadi, Pimple gurav road",0.0,0.0,0.0,Negative
1519.0,22-12-2022,"60-feet road, Pimple Gurav",0.0,0.0,0.0,Negative
1520.0,22-12-2022,Dapodi-Sangvi,0.0,0.0,0.0,Negative
1521.0,23-12-2022,"Rahatani, New DP road",0.0,39.26,0.0,Negative
1522.0,23-12-2022,"Wolf Colony, Pimpri",0.0,38.39,0.0,Negative
1523.0,23-12-2022,"Dapodi, Sai service",0.0,37.38,0.0,Negative
1524.0,23-12-2022,Dapodi Harris Bridge,0.0,0.0,0.0,Negative
1525.0,26-12-2022,"Shivajinagar, Vaidhwadi Nala catchment",0.0,0.0,0.0,Negative
1526.0,26-12-2022,"Shivajinagar, Chaturshrungi Nala Catchment",37.81,0.0,0.0,Negative
1527.0,26-12-2022,Kothrud Sanjeevan hospital,0.0,0.0,0.0,Negative
1528.0,26-12-2022,Kothrud Karve road,0.0,0.0,0.0,Negative
1529.0,26-12-2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",0.0,0.0,0.0,Negative
1530.0,26-12-2022,"Bus Depot (main), Kothrud",0.0,0.0,0.0,Negative
1531.0,27-12-2022,"Mahalunge Road, Baner",0.0,0.0,0.0,Negative
1532.0,27-12-2022,"Balewadi Phata, Baner",0.0,0.0,0.0,Negative
1533.0,27-12-2022,Aundh,0.0,0.0,0.0,Negative
1534.0,27-12-2022,"  Someshwarwadi, Pashan",0.0,0.0,0.0,Negative
1535.0,27-12-2022," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
1536.0,27-12-2022,"DP road, Botanical Garden, Aundh,",0.0,0.0,0.0,Negative
1537.0,28-12-2022,"Shantinagar, Vishrantwadi",0.0,0.0,0.0,Negative
1538.0,28-12-2022,"RTO Office, Alandi road, Yerwada",0.0,0.0,0.0,Negative
1539.0,28-12-2022," Kasba Peth, Juna Bazaar, Shivajinagar",0.0,0.0,0.0,Negative
1540.0,28-12-2022," Dattawadi, Rajaram Bridge",0.0,0.0,0.0,Negative
1541.0,28-12-2022,Vitthalwadi-Hingne Shantinagar,0.0,0.0,0.0,Negative
1542.0,29-12-2022,"Aditya Birla Hospital Road, Under bridge",0.0,0.0,0.0,Negative
1543.0,29-12-2022,"Shastri Nagar, Pimpri",0.0,0.0,0.0,Negative
1544.0,29-12-2022,"Kasarwadi, Pimple gurav road",0.0,0.0,0.0,Negative
1545.0,29-12-2022,"60-feet road, Pimple Gurav",0.0,0.0,0.0,Negative
1546.0,29-12-2022,Dapodi-Sangvi,0.0,0.0,0.0,Negative
1547.0,30-12-2022,"Rahatani, New DP road",0.0,0.0,0.0,Negative
1548.0,30-12-2022,"Wolf Colony, Pimpri",0.0,0.0,0.0,Negative
1549.0,30-12-2022,"Dapodi, Sai service",0.0,0.0,0.0,Negative
1550.0,30-12-2022,Dapodi Harris Bridge,0.0,0.0,0.0,Negative
1551.0,2/1/2023,"Shivajinagar, Vaidhwadi Nala catchment",0.0,0.0,0.0,Negative
1552.0,2/1/2023,"Shivajinagar, Chaturshrungi Nala Catchment",0.0,0.0,0.0,Negative
1553.0,2/1/2023,Kothrud Sanjeevan hospital,0.0,0.0,0.0,Negative
1554.0,2/1/2023,Kothrud Karve road,0.0,0.0,0.0,Negative
1555.0,2/1/2023,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",0.0,0.0,0.0,Negative
1556.0,2/1/2023,"Bus Depot (main), Kothrud",0.0,0.0,0.0,Negative
1557.0,3/1/2023,"Mahalunge Road, Baner",0.0,0.0,0.0,Negative
1558.0,3/1/2023,"Balewadi Phata, Baner",0.0,0.0,0.0,Negative
1559.0,3/1/2023,Aundh,0.0,0.0,0.0,Negative
1560.0,3/1/2023,"  Someshwarwadi, Pashan",0.0,0.0,0.0,Negative
1561.0,3/1/2023," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
1562.0,3/1/2023,"DP road, Botanical Garden, Aundh,",0.0,0.0,0.0,Negative
1563.0,4/1/2023,"Shantinagar, Vishrantwadi",0.0,0.0,0.0,Negative
1564.0,4/1/2023,"RTO Office, Alandi road, Yerwada",0.0,0.0,0.0,Negative
1565.0,4/1/2023," Kasba Peth, Juna Bazaar, Shivajinagar",0.0,0.0,0.0,Negative
1566.0,4/1/2023," Dattawadi, Rajaram Bridge",0.0,0.0,0.0,Negative
1567.0,5/1/2023,"Aditya Birla Hospital Road, Under bridge",0.0,0.0,0.0,Negative
